"URN:CornellLabOfOrnithology:EBIRD:OBS117418774	2015-03-08 17:38:17	3	30	Sunken Meadow SP	L279864	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS96445420	2013-09-09 14:16:30	1	13	Sapsucker Woods	L97555	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS117313900	2013-10-02 08:57:20	3	30	Larchmont Reservoir (Sheldrake Lake)	L714112	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS111694728	2017-05-18 15:38:34	1	US-NY_2793	30	Central Park--South	L986316"
"URN:CornellLabOfOrnithology:EBIRD:OBS123112658	2013-10-31 12:41:45	2	13	32 Highland Ave	L2227347	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS84614892	2013-05-21 14:41:46	1	US-NY_2795	Hecksher State Park	L281704	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS111504726	2013-09-09 14:16:30	1	13	Sapsucker Woods	L97555	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS122325317	2013-12-09 18:06:51	2	13	Elbridge - Nash Road	L422508	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS120773536	2014-10-27 09:54:26	X	30	Wagner College	L290964	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS96116966	2013-10-31 12:30:46	1	13	Schulenberg home	L583112	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS97733821	2013-10-31 12:31:22	4	13	32 Highland Ave	L2227347	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS121915599	2014-11-05 10:27:09	1	13	Stevenson Rd. Game Farm and Compost	L212389	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS96449040	2013-12-11 15:52:15	1	13	Hall Farmhouse & Yards	L614478	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS96449050	2013-12-11 15:52:15	1	13	Hall Farmhouse & Yards	L614478	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS96449055	2013-12-11 15:52:15	2	13	Hall Farmhouse & Yards	L614478	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS96449056	2013-12-11 15:52:15	22	13	Hall Farmhouse & Yards	L614478	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS102322900	2015-05-01 11:55:56	1	28	Feeder Canal 	L503037	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS133196833	2015-05-05 19:59:11	X	30	Oceanside Marine Nature Study Area	L213321	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS138945801	2016-10-24 19:51:38	1	13	Harris Park	 Cayuga	L388115"
"URN:CornellLabOfOrnithology:EBIRD:OBS116534359	2013-08-08 11:13:10	1	13	Oatka Creek Park	L140441	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS121899813	2017-03-15 03:08:31	X	US-NY_1726	13	USFWS_268	Armitage Road"
"URN:CornellLabOfOrnithology:EBIRD:OBS111336071	2013-06-10 13:46:23	X	30	Clove Lakes Park - Victory/South End	L1105004	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS133152226	2014-07-19 20:45:50	X	30	Oceanside Marine Nature Study Area	L213321	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS115649713	2013-10-31 12:38:33	1	28	Workwalk	L207593	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS116185175	2013-01-11 14:46:39	4	30	Farm	L137715	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS101684626	2013-12-11 11:17:49	2	14	Williamstown 1	L1022049	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS121384365	2014-08-04 11:10:44	1	30	Salt Marsh Nature Center at Marine Park	L385839	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS117120605	2014-01-22 19:10:11	2	14	Williamstown 1	L1022049	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS133207234	2014-07-19 20:45:50	X	30	Oceanside Marine Nature Study Area	L213321	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS117394414	2014-02-01 12:04:28	1	14	* LaCelle Yard	L1056187	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS133183425	2016-02-22 18:29:53	X	30	Oceanside Marine Nature Study Area	L213321	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS121737268	2012-10-18 19:42:16	1	30	Larchmont Reservoir (Sheldrake Lake)	L714112	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS114894691	2014-02-13 15:54:34	1	13	** Monkey Run Road	L784698	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS80024293	2014-07-29 13:52:36	X	13	South Conesus	 NY	L499820"
"URN:CornellLabOfOrnithology:EBIRD:OBS122973619	2014-11-22 15:56:14	1	13	Loughberry Lake	L282101	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS119482148	2013-08-08 11:09:14	2	US-NY_1723	13	Island Cottage Woods	L140435"
"URN:CornellLabOfOrnithology:EBIRD:OBS101428321	2014-02-01 12:21:16	1	13	Whitestown	L210157	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS111867908	2014-02-13 15:54:34	6	13	** Monkey Run Road	L784698	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS121820805	2015-05-05 21:25:17	2	13	JP's - Harvey Dr.	L499698	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS121319296	2012-11-04 21:30:17	1	US-NY_2793	30	Central Park--Falconers Hill	L787060"
"URN:CornellLabOfOrnithology:EBIRD:OBS133216001	2014-07-19 20:45:50	X	30	Oceanside Marine Nature Study Area	L213321	H"
